"SITECODE","ORG_NAME","ORG_EMAIL","MANAG_CONSERV_MEASURES","MANAG_PLAN","MANAG_PLAN_URL","MANAG_STATUS","ORG_LOCATORNAME","ORG_DESIGNATOR","ORG_ADMINUNIT","ORG_POSTCODE","ORG_POSTNAME","ORG_ADRESS","ORG_ADDRESS_UNSTRUCTURED"
"IT5190006","1) C.F.S. Ufficio Amm.ne Gestione ex A.S.F.D., via Mazzini 4, 53100 Siena, tel. 0577/284101/284437. -  2) Provincia di Siena.","","Piano di assestamento forestale.","Piano di assestamento forestale.","","P","","","","","","",""
"IT5190011","","","","","","P","","","","","","",""
"IT5190013","Provincia di Siena.","","","","","N","","","","","","",""
"IT5190014","","","","","","P","","","","","","",""
"IT51A0005","","","","","","N","","","","","","",""
"IT51A0012","","","","","","N","","","","","","",""
"IT51A0019","","","","","","N","","","","","","",""
"IT51A0021","","","","","","N","","","","","","",""
"IT51A0025","","","","","","N","","","","","","",""
"IT51A0036","Ente Parco Regionale della Maremma","","L'area delle Macchiozze è oggetto di interventi di miglioramento ambientale nell'ambito del Progetto LIFE Natura (n. B4-3200/98/490), che porterà anche all'elaborazione di Piani di gestione del pascolo e degli habitat umidi. Tali piani si configurano inoltre come linee guida, per le aree interessate dal progetto LIFE, per il Piano del Parco della Maremma, di cui è in corso la procedura di affidamento.","L'area delle Macchiozze è oggetto di interventi di miglioramento ambientale nell'ambito del Progetto LIFE Natura (n. B4-3200/98/490), che porterà anche all'elaborazione di Piani di gestione del pascolo e degli habitat umidi. Tali piani si configurano inoltre come linee guida, per le aree interessate dal progetto LIFE, per il Piano del Parco della Maremma, di cui è in corso la procedura di affidamento.","","N","","","","","","",""
"IT5210009","Regione Umbria","","","DGR N. 209/2012","","Y","","","","","","",""
"IT5210011","Regione Umbria","","","DGR N. 253/2012","","Y","","","","","","",""
"IT5210019","Regione Umbria","","","DGR N. 364/2012","","Y","","","","","","",""
"IT5210028","Regione Umbria","","","DGR N. 94/2012","","Y","","","","","","",""
"IT5210032","Regione Umbria","","","DGR N. 371/2012","","Y","","","","","","",""
"IT5210036","Regione Umbria","","","DGR N. 373/2012","","Y","","","","","","",""
"IT5210053","Regione Umbria","","","DGR N. 466/2012","","Y","","","","","","",""
"IT5210055","Regione Umbria","","","DGR N. 1449/2012","","Y","","","","","","",""
"IT5210078","Regione Umbria","","","DGR N. 473/2012","","Y","","","","","","",""
"IT5220008","Regione Umbria","","","DGR N. 125/2013","","Y","","","","","","",""
"IT5220011","Regione Umbria","","","DGR N. 1091/2012","","Y","","","","","","",""
"IT5220013","Regione Umbria","","","DGR N. 1279/2012","","Y","","","","","","",""
"IT5220015","Regione Umbria","","","DGR N. 126/2013","","Y","","","","","","",""
"IT5220024","Regione Umbria","","","DGR N. 839/2012","","Y","","","","","","",""
"IT5220025","Regione Umbria","","","DGR N. 180/2013","","Y","","","","","","",""
"IT5310018","Unione Montana Ambito n. 2 B del Catria e Nerone","cm.cagli@emarche.it","Sono in vigore:  1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf3)Si segnala inoltre la presenza dell'area floristica ""Serre del Burano"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","P","","","","","","","Via Gaetano Lapis, 8 (61043) - Cagli Tel. 0721.787431 - 0721. 787752 - 0721.787068,  fax   0721.787441 - 0721.701049"
"IT5310028","Provincia di Pesaro e Urbino","m.bartoli@provincia.ps.it","Sono in vigore:  1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf","","","P","","","","","","","Via Gramsci, 4 (61121) Pesaro Tel. 0721.700041, fax 0721.700057"
"IT5320011","Ambito n. 3 - Unione montana dell’ Esino - Frasassi ","cm.fabriano@emarche.it","Sono in vigore:  1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2) Misure di conservazione definite nel Piano di gestione del Sito consultabili linkando a:- http://www.norme.marche.it/Delibere/2015/DGR0583_15.pdf3)Si segnala inoltre la presenza dell'area floristica ""Valleremita - Monte Fano"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","Piano di gestione del sito Natura 2000 IT5320011 “Monte Puro - Rogedano - Valleremita” ","http://www.norme.marche.it/Delibere/2015/DGR0583_15.pdf","Y","","","","","","","Via Dante, 268 (60044) Fabriano  Tel. 0732.6951 - 0732.6952,  fax   0732.695251"
"IT5330002","Ente Parco Nazionale dei Monti Sibillini","parco@sibillini.net","Sono in vigore:  1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2) Misure di conservazione sito-specifiche in attuazione degli accordi agroambientali d'area consultabili linkando a:- http://www.norme.marche.it/Delibere/2011/DGR1109_11.pdf3)Si segnala inoltre la presenza di 2 aree floristiche istituite ai sensi dell'articolo 7 della L.R. 52/1974 e, più precisamente, ""Monte di Val di Fibbia"" e ""Monte Rotondo - Forcella del Fargno""; la legge regionale dispone che in queste aree, soggette a tutela in quanto presenti specie floristiche rare o in via di estinzione, siano proibite la raccolta, l'estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.I files shape dei perimetri delle aree floristiche possono essere scaricati linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","P","","","","","","","Piazza del Forno, 1 (62039) Visso Tel. 0737.972711, fax 0737.972707"
"IT5330003","Per il territorio del SIC non compreso in quello del Parco Nazionale dei Monti Sibillini e ricadente in quello dell'Unione montana Ambito 6: Ambito n.6 - Unione montana Monti Azzurri ","montiazzurri@pec.it","Sono in vigore: 1) Misure di conservazione generali consultabili linkando a:  - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2) Misure di conservazione sito-specifiche in attuazione degli accordi agroambientali d'area consultabili linkando a:- http://www.norme.marche.it/Delibere/2011/DGR1109_11.pdf3)Si segnala inoltre la presenza di 3 aree floristiche istituite ai sensi dell'articolo 7 della L.R. 52/1974 e, più precisamente, ""Valle del rio Terro"", ""Valle tre Santi"" e ""Piani di Ragnolo""; la legge regionale dispone che in queste aree, soggette a tutela in quanto presenti specie floristiche rare o in via di estinzione, siano proibite la raccolta, l'estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.I files shape dei perimetri delle aree floristiche possono essere scaricati linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","P","","","","","","","Via Piave, 12 (62026) San Ginesio Tel. 0733.656336,  fax  0733.656429"
"IT5330003","Per il territorio del SIC compreso in quello del Parco Nazionale dei Monti Sibillini: Ente Parco Nazionale dei Monti Sibillini","parco@sibillini.net","Sono in vigore: 1) Misure di conservazione generali consultabili linkando a:  - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2) Misure di conservazione sito-specifiche in attuazione degli accordi agroambientali d'area consultabili linkando a:- http://www.norme.marche.it/Delibere/2011/DGR1109_11.pdf3)Si segnala inoltre la presenza di 3 aree floristiche istituite ai sensi dell'articolo 7 della L.R. 52/1974 e, più precisamente, ""Valle del rio Terro"", ""Valle tre Santi"" e ""Piani di Ragnolo""; la legge regionale dispone che in queste aree, soggette a tutela in quanto presenti specie floristiche rare o in via di estinzione, siano proibite la raccolta, l'estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.I files shape dei perimetri delle aree floristiche possono essere scaricati linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","P","","","","","","","Piazza del Forno, 1 (62039) Visso Tel. 0737.972711, fax 0737.972707"
"IT5330017","Ente Parco Nazionale dei Monti Sibillini","parco@sibillini.net","Sono in vigore:  1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2) Misure di conservazione sito-specifiche in attuazione degli accordi agroambientali d'area consultabili linkando a:- http://www.norme.marche.it/Delibere/2011/DGR1109_11.pdf3)Si segnala inoltre la presenza dell'area floristica ""Gola del Fiastrone"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","P","","","","","","","Piazza del Forno, 1 (62039) Visso Tel. 0737.972711, fax 0737.972707"
"IT5330029","Per il territorio della ZPS non compreso in quello del Parco Nazionale dei Monti Sibillini ma ricadente in quello dell'Unione montana Ambito 5: Ambito n.5 - Unione montana Marca di Camerino ","cm.camerino@emarche.it","Sono in vigore: 1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf - http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2) Misure di conservazione sito-specifiche in attuazione degli accordi agroambientali d'area consultabili linkando a:- http://www.norme.marche.it/Delibere/2011/DGR1109_11.pdf- http://www.norme.marche.it/Delibere/2011/DGR1252_11.pdf3)Si segnala inoltre la presenza di 17 aree floristiche istituite ai sensi dell'articolo 7 della L.R. 52/1974 e, più precisamente, ""Valle dell'Ambro"", ""Monte Rotondo - Forcella del Fargno"",""Dal Monte Sibilla al Monte Argentella"", ""Valle tre Santi"",""Monte di val di Fibbia"", ""Pizzo Berro - Monte Priora"", ""Passo Galluccio"", ""Infernaccio"", ""Valle del Lago di Pilato"", ""Santa Maria in Pantano"", ""Gola del Fiastrone"",""Aree rupestri e sorgentifere di Montegallo"", ""Pintura di Bolognola"", ""Monte delle Prata - Pian Perduto"", ""Le Svolte"",""Piani di Ragnolo"" e ""Valle del Rio Terro""; la legge regionale dispone che in queste aree, soggette a tutela in quanto presenti specie floristiche rare o in via di estinzione, siano proibite la raccolta, l'estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.I files shape dei perimetri delle aree floristiche possono essere scaricati linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","N","","","","","","","Via Venanzio Varano, 2 (62032) Camerino Tel. 0737.61751, fax 0737.6175201"
"IT5330029","Per il territorio della ZPS non compreso in quello del Parco Nazionale dei Monti Sibillini ma ricadente in quello dell'Unione montana Ambito 6: Ambito n.6 - Unione montana Monti Azzurri","montiazzurri@pec.it","Sono in vigore: 1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf - http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2) Misure di conservazione sito-specifiche in attuazione degli accordi agroambientali d'area consultabili linkando a:- http://www.norme.marche.it/Delibere/2011/DGR1109_11.pdf- http://www.norme.marche.it/Delibere/2011/DGR1252_11.pdf3)Si segnala inoltre la presenza di 17 aree floristiche istituite ai sensi dell'articolo 7 della L.R. 52/1974 e, più precisamente, ""Valle dell'Ambro"", ""Monte Rotondo - Forcella del Fargno"",""Dal Monte Sibilla al Monte Argentella"", ""Valle tre Santi"",""Monte di val di Fibbia"", ""Pizzo Berro - Monte Priora"", ""Passo Galluccio"", ""Infernaccio"", ""Valle del Lago di Pilato"", ""Santa Maria in Pantano"", ""Gola del Fiastrone"",""Aree rupestri e sorgentifere di Montegallo"", ""Pintura di Bolognola"", ""Monte delle Prata - Pian Perduto"", ""Le Svolte"",""Piani di Ragnolo"" e ""Valle del Rio Terro""; la legge regionale dispone che in queste aree, soggette a tutela in quanto presenti specie floristiche rare o in via di estinzione, siano proibite la raccolta, l'estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.I files shape dei perimetri delle aree floristiche possono essere scaricati linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","N","","","","","","","Via Piave, 12 (62026) San Ginesio Tel. 0733.656336,  fax  0733.656429"
"IT5330029","Per il territorio della ZPS compreso in quello del Parco Nazionale dei Monti Sibillini: Ente Parco Nazionale dei Monti Sibillini","parco@sibillini.net","Sono in vigore: 1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf - http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2) Misure di conservazione sito-specifiche in attuazione degli accordi agroambientali d'area consultabili linkando a:- http://www.norme.marche.it/Delibere/2011/DGR1109_11.pdf- http://www.norme.marche.it/Delibere/2011/DGR1252_11.pdf3)Si segnala inoltre la presenza di 17 aree floristiche istituite ai sensi dell'articolo 7 della L.R. 52/1974 e, più precisamente, ""Valle dell'Ambro"", ""Monte Rotondo - Forcella del Fargno"",""Dal Monte Sibilla al Monte Argentella"", ""Valle tre Santi"",""Monte di val di Fibbia"", ""Pizzo Berro - Monte Priora"", ""Passo Galluccio"", ""Infernaccio"", ""Valle del Lago di Pilato"", ""Santa Maria in Pantano"", ""Gola del Fiastrone"",""Aree rupestri e sorgentifere di Montegallo"", ""Pintura di Bolognola"", ""Monte delle Prata - Pian Perduto"", ""Le Svolte"",""Piani di Ragnolo"" e ""Valle del Rio Terro""; la legge regionale dispone che in queste aree, soggette a tutela in quanto presenti specie floristiche rare o in via di estinzione, siano proibite la raccolta, l'estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.I files shape dei perimetri delle aree floristiche possono essere scaricati linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","N","","","","","","","Piazza del Forno, 1 (62039) Visso Tel. 0737.972711, fax 0737.972707"
"IT5340003","Per il territorio del SIC compreso in quello dell'Unione montana Ambito 8: Ambito n.8 – Unione montana del Tronto e Valfluvione ","um.tronto@emarche.it","Sono in vigore:  1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2) Misure di conservazione definite nel Piano di gestione del Sito consultabili linkando a:- http://www.norme.marche.it/Delibere/2015/DGR0552_15.pdf3)Si segnala inoltre la presenza dell'area floristica ""Monte dell'Ascensione"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","Piano di gestione del sito Natura 2000 IT5340003 “Monte dell'Ascensione”","http://www.norme.marche.it/Delibere/2015/DGR0552_15.pdf","Y","","","","","","","Piazza XX Settembre, 12 (63041) Acquasanta Terme Tel. 0736.251746 - 0736-251747, fax 0736.243425 "
